recno,id,xpos,ypos,RAJ2000,DEJ2000,SE,IsoArea,FKsap,e_FKsap,apcorr,KsR,FKsapD,e_FKsapD,apcorrD,FKsD,e_FKsD,FKsauto,R50,amaj,bmin,Rad,FKsall,e_FKsall,w_FKsall,FB,e_FB,w_FB,Fg,e_Fg,w_Fg,Fi,e_Fi,w_Fi,IA427,e_IA427,w_IA427,IA484,e_IA484,w_IA484,IA505,e_IA505,w_IA505,IA527,e_IA527,w_IA527,IA624,e_IA624,w_IA624,IA709,e_IA709,w_IA709,IA738,e_IA738,w_IA738,Fr,e_Fr,w_Fr,Fu,e_Fu,w_Fu,FV,e_FV,w_FV,FRp,e_FRp,w_FRp,Fz,e_Fz,w_Fz,FZp,e_FZp,w_FZp,FHl,e_FHl,w_FHl,FHs,e_FHs,w_FHs,FJ1,e_FJ1,w_FJ1,FJ2,e_FJ2,w_FJ2,FJ3,e_FJ3,w_FJ3,FKs,e_FKs,w_FKs,NB118,e_NB118,w_NB118,NB209,e_NB209,w_NB209,F125W,e_F125W,w_F125W,F140W,e_F140W,w_F140W,F160W,e_F160W,w_F160W,F606W,e_F606W,w_F606W,F814W,e_F814W,w_F814W,FJvista,e_FJvista,w_FJvista,FHvista,e_FHvista,w_FHvista,FKsvista,e_FKsvista,w_FKsvista,FYvista,e_FYvista,w_FYvista,F3.6,e_F3.6,w_F3.6,F4.5,e_F4.5,w_F4.5,F5.8,e_F5.8,w_F5.8,F8.0,e_F8.0,w_F8.0,wminOpt,wminHST1,wminfs,wminjhk,wminHST2,wminIRAC,wminall,Star,Nghb,Use,SNR,zspec,Simbad,U,eU,V,eV,J,eJ,zpk,lssfr,lmass,field,mag_U,mag_V,mag_J,e_mag_U,e_mag_V,e_mag_J,GalaxyType
7179,7179,2498.449,1947.986,150.1422272,2.253861,0,58.0,1.45004,0.07919,1.194132,2.055511,1.71585,0.07467,1.646582,2.82528,0.12295,2.49601,2.257,2.152,2.007,5.383,2.98056,0.18403,1.17,1.29831,0.02255,1.0,1.2309,0.03081,1.0,1.66594,0.03674,1.0,1.35485,0.08788,1.0,1.32126,0.07637,1.0,1.19209,0.08983,1.0,1.08714,0.07178,1.0,1.2174,0.07555,1.0,1.30266,0.09347,1.0,1.22603,0.11059,1.0,1.23419,0.03221,1.0,1.24119,0.0451,1.0,1.2796,0.03892,1.0,1.20884,0.03568,1.0,2.27899,0.10669,1.0,2.2107,0.13171,1.0,2.29015,0.31398,0.79,2.34711,0.28263,0.87,2.7248,0.12147,1.03,2.40399,0.11326,0.99,2.50489,0.17249,0.95,2.8278,0.24519,1.07,2.48322,0.38123,0.66,1.62988,0.85504,0.57,2.50577,0.10841,1.01,2.34161,0.2056,0.99,2.61358,0.10093,1.03,1.25661,0.05766,1.51,1.82542,0.06337,1.49,2.3594,0.14637,1.17,2.12646,0.21718,1.17,3.05096,0.18929,1.19,2.91568,0.09722,1.18,3.35771,0.12782,1.2,2.81142,0.14863,1.11,-2.87351,4.88711,0.91,-12.85493,5.57154,1.0,1.0,0.57,1.49,1.17,1.17,0.87,1.17,0,0,1,22.97824,,b'Simbad',0.586146,0.00236001,0.883786,0.00889541,1.10577,0.000181539,1.0841,-8.83,8.88,COSMOS_,25.57998548599212,25.134132205878938,24.890837992068434,31.567715392007344,30.127085074927095,34.352575152942606,1.0
7262,7262,1506.183,1914.01,150.1835938,2.2524395,2,490.0,37.74328,0.07692,1.089866,2.51703,39.56518,0.07224,1.646582,65.1473,0.11896,87.16755,3.245,3.972,3.396,8.557,95.00098,0.28984,1.24,1.0851,0.0277,1.0,1.59485,0.03754,1.0,10.1506,0.04481,1.0,0.879714,0.10843,1.0,1.44604,0.09318,1.0,1.63293,0.11006,1.0,2.13024,0.08865,1.0,5.12405,0.09196,1.0,8.46553,0.11412,1.0,9.35102,0.13622,1.0,5.52375,0.03926,1.0,0.559111,0.05506,1.0,2.75457,0.04773,1.0,5.47943,0.04363,1.0,15.5848,0.1309,1.0,15.68187,0.16087,1.0,68.28503,0.30206,1.26,59.0844,0.28853,1.24,23.19884,0.13143,1.3,28.1273,0.12119,1.28,36.51799,0.18265,1.26,94.31886,0.2718,1.29,36.48308,0.35062,1.17,82.5541,0.7277,1.18,33.7478,0.13426,0.99,44.1485,0.22827,1.21,54.9355,0.12572,1.01,4.21578,0.08192,1.12,11.3977,0.09278,1.04,34.78555,0.18084,1.17,63.45746,0.26781,1.17,93.57998,0.23121,1.19,21.27598,0.11912,1.19,100.51,0.14513,1.23,91.7475,0.16956,0.93,88.91211,5.04991,0.91,105.69911,5.96524,0.91,1.0,0.99,1.04,1.24,1.17,0.87,1.24,0,0,1,547.6627,,b'Simbad',1.0546,0.0662617,4.65786,0.219118,30.2366,0.545888,0.5277,-10.3,9.88,COSMOS_,24.942280582511387,23.329533922683467,21.298667613305277,27.94684356529647,26.648304861899476,25.65724113120278,2.0
7300,7300,1162.665,1916.686,150.1979218,2.2525485,2,705.0,58.02256,0.07723,1.0712,2.844443,57.66639,0.07283,1.646582,94.95242,0.11992,154.072,3.789,4.464,4.116,9.987,165.0418,0.34641,1.23,8.758,0.03137,1.0,10.8081,0.04241,1.0,39.8766,0.05059,1.0,7.46276,0.12303,1.0,10.9357,0.1054,1.0,12.1153,0.12437,1.0,12.6388,0.10043,1.0,26.648,0.10367,1.0,37.5329,0.12882,1.0,38.23151,0.15387,1.0,25.45021,0.04425,1.0,6.19079,0.06209,1.0,15.3583,0.0539,1.0,25.16792,0.04929,1.0,53.4696,0.14809,1.0,55.34168,0.18193,1.0,137.04978,0.34125,1.26,127.41467,0.32787,1.23,70.29406,0.14967,1.28,78.0737,0.13804,1.26,91.15442,0.2058,1.27,163.78184,0.30833,1.28,93.29362,0.39623,1.17,147.367,0.82586,1.17,86.2093,0.15582,0.94,,,0.0,119.372,0.14705,0.95,21.27058,0.09778,1.0,43.64094,0.10588,1.02,88.07575,0.20549,1.17,132.03509,0.30512,1.16,161.82642,0.26181,1.19,71.73955,0.13481,1.19,124.474,0.17043,1.0,106.102,0.20795,0.65,82.46002,5.0079,1.04,120.59425,6.00129,1.0,1.0,0.0,1.0,1.23,1.16,0.99,1.23,0,0,1,791.8087,0.505,b'Simbad',5.66224,0.281567,16.75,0.763916,55.1403,0.722162,0.4858,-8.99,9.97,COSMOS_,23.117529316380548,21.93996297156784,20.64632718843061,26.376045615992048,25.292385984261404,25.353413419461784,2.0
7328,7328,2175.195,1902.315,150.1557007,2.2519562,3,635.0,44.01281,0.07484,1.076165,2.712942,45.68998,0.07057,1.646582,75.23229,0.1162,110.9534,3.509,4.991,3.368,9.553,119.4042,0.31913,1.31,2.67619,0.02974,1.0,3.45588,0.0406,1.0,17.8535,0.04844,1.0,2.2051,0.11601,1.0,3.50001,0.10054,1.0,3.79072,0.11871,1.0,4.36462,0.0949,1.0,10.476,0.09959,1.0,15.6269,0.12341,1.0,17.07324,0.14616,1.0,10.01367,0.04251,1.0,1.73776,0.05956,1.0,5.51008,0.05142,1.0,10.0962,0.04708,1.0,25.3844,0.14081,1.0,26.58051,0.17378,1.0,89.48879,0.32847,1.25,79.50073,0.31288,1.23,39.81807,0.14345,1.28,41.865,0.13339,1.24,51.37662,0.19846,1.25,119.36935,0.29751,1.26,53.35751,0.37472,1.19,110.113,0.78434,1.18,48.401,0.14379,1.0,61.3136,0.27385,0.97,73.9564,0.11425,1.41,8.13355,0.09448,0.98,20.29609,0.10058,1.03,48.87143,0.19419,1.16,84.60885,0.28689,1.17,118.20871,0.2493,1.19,38.10252,0.12843,1.18,111.469,0.14167,1.14,95.8687,0.15886,1.12,91.41587,4.9275,1.05,124.89015,5.91834,1.02,1.0,0.97,0.98,1.31,1.16,1.0,1.31,0,0,1,647.4431,0.533,b'Simbad',2.14166,0.0442955,8.1112,0.115459,38.4155,0.167379,0.5435,-10.3,9.93,COSMOS_,24.17312368651968,22.727287224883412,21.038733774611707,28.384100979275036,27.3439305207043,26.940747577867388,2.0
7468,7468,3553.5,2027.947,150.0982361,2.2571976,0,67.0,1.13404,0.07631,1.203874,2.274248,1.24498,0.07196,1.646582,2.04996,0.11848,2.14233,2.722,2.615,1.935,5.241,2.57909,0.17298,1.26,0.513147,0.02494,1.0,0.525694,0.0342,1.0,1.37122,0.04061,1.0,0.443992,0.09746,1.0,0.555857,0.08515,1.0,0.137147,0.09949,1.0,0.483376,0.07924,1.0,0.626464,0.08381,1.0,1.23268,0.10249,1.0,1.20927,0.12193,1.0,0.75866,0.03562,1.0,0.458462,0.04963,1.0,0.54901,0.04296,1.0,0.74903,0.03928,1.0,1.54709,0.11821,1.0,1.69409,0.1449,1.0,2.72364,0.28373,1.18,2.1063,0.27242,1.13,1.7916,0.12213,1.22,2.09829,0.11435,1.18,2.02216,0.16948,1.19,2.36822,0.26208,1.15,2.62294,0.33127,1.07,2.94932,0.70036,1.04,2.08195,0.12061,1.0,2.16312,0.27652,0.67,2.14293,0.11417,0.99,0.72948,0.07018,1.25,1.46084,0.07497,1.3,1.78115,0.16589,1.13,2.04408,0.2445,1.14,2.69493,0.21191,1.17,1.66365,0.10875,1.17,2.22892,0.14842,1.11,1.53711,0.15423,1.1,0.52186,4.88102,0.91,7.44523,5.7145,1.01,1.0,0.67,1.25,1.26,1.13,0.87,1.26,0,0,1,17.30186,,b'Simbad',0.265489,0.0107108,0.597438,0.0041754,0.86646,0.00272309,0.7611,-9.2,8.72,COSMOS_,26.439883670809078,25.559267893962055,25.15562870407237,29.925445225205596,30.948254782803353,31.412345011727716,1.0
7516,7516,3362.658,2014.833,150.1061859,2.2566504,0,226.0,13.85445,0.07512,1.123037,2.256876,15.05715,0.07084,1.646582,24.79282,0.11665,27.84217,2.814,3.368,2.671,6.988,31.26779,0.22692,1.3,0.413575,0.02477,1.0,0.554034,0.03392,1.0,3.97264,0.0403,1.0,0.278536,0.09675,1.0,0.52268,0.08441,1.0,0.345087,0.09863,1.0,0.848647,0.07866,1.0,1.3161,0.08314,1.0,3.13867,0.10183,1.0,3.72246,0.12111,1.0,1.40553,0.03533,1.0,0.191965,0.04926,1.0,0.84513,0.04261,1.0,1.51942,0.03902,1.0,5.80057,0.11728,1.0,5.69655,0.14398,1.0,22.40013,0.28333,1.17,18.93465,0.26764,1.16,9.18364,0.12104,1.23,11.4894,0.11304,1.19,13.20973,0.16743,1.2,30.71748,0.25262,1.22,13.0821,0.32571,1.09,27.7953,0.68843,1.06,12.6144,0.11792,1.03,,,0.0,17.4886,0.11154,1.02,1.17684,0.06386,1.49,4.60864,0.07331,1.34,13.05077,0.16371,1.14,20.45464,0.24228,1.14,29.97827,0.21022,1.17,8.41595,0.10777,1.17,38.3944,0.13692,1.21,26.751,0.15649,1.1,32.02578,4.83943,0.92,12.7917,5.30716,1.14,1.0,0.0,1.34,1.3,1.14,0.88,1.3,0,0,1,212.5491,,b'Simbad',0.483464,0.0304986,2.5732,0.0684402,11.242,0.208225,0.7562,-12.26,9.87,COSMOS_,25.789089647713723,23.973816143179175,22.372891047607702,28.789300239848565,27.91172182502016,26.703667823107885,2.0
7820,7820,3178.408,2108.389,150.1138763,2.2605476,0,107.0,2.84513,0.07484,1.153527,2.193052,3.10853,0.07057,1.646582,5.11845,0.1162,5.40908,2.711,2.941,2.352,6.128,6.23951,0.1973,1.31,0.0594939,0.02408,1.0,0.105269,0.03296,1.0,0.265817,0.03917,1.0,0.0676135,0.09405,1.0,-0.0112183,0.08193,1.0,0.04293,0.09573,1.0,0.0977639,0.07647,1.0,0.0657638,0.08075,1.0,0.186497,0.09916,1.0,0.27805,0.11777,1.0,0.12481,0.03433,1.0,0.041911,0.04791,1.0,0.1006,0.04141,1.0,0.12277,0.03793,1.0,0.480019,0.11398,1.0,0.68349,0.1401,1.0,4.82277,0.27715,1.16,3.61118,0.26631,1.11,1.46156,0.11861,1.22,1.55277,0.11041,1.18,2.2248,0.16293,1.2,6.06861,0.24664,1.21,2.11041,0.32247,1.05,6.12914,0.67214,1.05,2.00998,0.11572,1.01,2.43865,0.24649,0.79,3.36932,0.10821,1.02,0.06459,0.06161,1.51,0.24788,0.068,1.47,2.08258,0.15862,1.14,4.19968,0.23384,1.15,5.99417,0.20332,1.18,1.41046,0.10495,1.16,13.6456,0.12879,1.25,17.013,0.14619,1.11,11.39566,4.43667,0.98,9.58021,5.56938,0.97,1.0,0.79,1.47,1.31,1.14,0.94,1.31,0,0,1,44.04898,,b'Simbad',0.220093,0.0181539,0.927174,0.0403017,4.29743,0.0944003,1.5239,-11.36,10.04,COSMOS_,26.64348442462205,25.08209688861754,23.416977971803746,29.352575152942606,28.486691585326657,27.562566563827456,2.0
8192,8192,2917.442,2202.029,150.1247559,2.2644477,0,101.0,2.15525,0.08281,1.157264,2.262653,2.32033,0.07808,1.646582,3.82062,0.12857,4.21388,2.776,2.86,2.354,6.046,4.87657,0.21537,1.07,0.995877,0.02483,1.0,0.998391,0.034,1.0,2.64837,0.04042,1.0,0.918387,0.09703,1.0,1.05004,0.08437,1.0,1.12793,0.09867,1.0,1.09153,0.07895,1.0,1.31646,0.08325,1.0,2.23201,0.10263,1.0,2.64094,0.12164,1.0,1.4605,0.03544,1.0,0.882896,0.0495,1.0,1.11039,0.04276,1.0,1.49201,0.03915,1.0,3.13519,0.11762,1.0,3.21473,0.14477,1.0,4.7479,0.31321,0.97,4.25317,0.30222,0.92,3.2934,0.15378,0.78,3.80823,0.13858,0.8,3.92166,0.20521,0.81,4.71298,0.32324,0.75,4.49481,0.33923,1.01,4.87493,0.69679,1.04,4.02797,0.12176,0.97,4.12724,0.23538,0.92,4.27443,0.11369,0.98,1.5179,0.06187,1.59,2.90387,0.06446,1.74,4.05535,0.16311,1.14,4.12465,0.23961,1.16,4.97401,0.20873,1.19,3.47548,0.10706,1.18,4.6996,0.1275,1.26,3.15364,0.14569,1.09,-2.17919,5.0226,0.86,-8.84925,5.6356,0.94,1.0,0.75,1.59,1.07,1.14,0.82,1.07,0,0,1,29.71578,,b'Simbad',0.55629,0.0304986,1.19025,0.0121631,1.73441,0.0143416,0.791,-11.17,8.83,COSMOS_,25.636746867422126,24.810904524633628,24.402120577861908,28.789300239848565,29.787389306631802,29.608505986313425,1.0
8680,8680,810.367,2294.976,150.212616,2.2683072,0,211.0,6.73459,0.07819,1.113485,2.410531,6.88538,0.07373,1.646582,11.33734,0.12141,14.57939,3.124,3.799,2.624,7.357,16.23394,0.24957,1.2,0.370146,0.02655,1.0,0.497829,0.03594,1.0,2.2182,0.04287,1.0,0.200688,0.10434,1.0,0.445173,0.08917,1.0,0.604244,0.1056,1.0,0.540249,0.08462,1.0,0.839326,0.08799,1.0,1.20346,0.10983,1.0,1.90348,0.13011,1.0,0.86617,0.03757,1.0,0.393632,0.05265,1.0,0.66777,0.04568,1.0,0.83503,0.04158,1.0,3.40129,0.1253,1.0,3.64496,0.15428,1.0,11.07635,0.28766,1.27,8.82367,0.27955,1.22,4.80695,0.12936,1.23,5.45425,0.11875,1.24,7.91368,0.17582,1.27,16.13334,0.27739,1.15,6.56734,0.33436,1.18,13.5356,0.70289,1.16,,,0.0,,,0.0,,,0.0,0.7119,0.11471,0.52,2.53452,0.12716,0.51,6.96864,0.17216,1.2,9.98238,0.24753,1.26,15.46167,0.22018,1.21,4.49923,0.11246,1.23,26.0556,0.19693,0.92,22.0398,0.31552,0.34,15.01486,4.56115,1.05,5.84666,5.16253,1.25,1.0,0.0,0.51,1.2,1.2,1.0,1.2,0,0,1,93.38207,,b'Simbad',0.557764,0.0241447,1.80373,0.0274124,6.943,0.0439324,0.9682,-9.17,9.74,COSMOS_,25.63387380004895,24.359571178467945,22.896132086858618,29.042945465942168,28.905132349027266,28.393037677115224,2.0
8697,8697,5005.026,2314.867,150.0377045,2.2691572,2,140.0,3.67833,0.10464,1.136002,2.274046,3.57438,0.09868,1.646582,5.88551,0.16248,7.36327,3.064,3.283,2.43,6.581,8.36469,0.29461,0.68,0.0302088,0.02516,1.0,0.0311677,0.03355,1.0,0.461603,0.04029,1.0,0.0750444,0.09747,1.0,-0.0694792,0.08371,1.0,0.431882,0.09992,1.0,-0.00982902,0.07956,1.0,0.199163,0.08364,1.0,0.227182,0.10328,1.0,0.31143,0.12284,1.0,0.16559,0.03537,1.0,0.116029,0.04977,1.0,0.05083,0.04321,1.0,0.23052,0.03942,1.0,1.18588,0.11771,1.0,1.08454,0.14513,1.0,3.96606,0.69819,0.2,4.58178,0.60931,0.23,1.86487,0.16503,0.68,2.46693,0.1654,0.57,2.88787,0.26731,0.47,8.00448,0.3512,0.65,0.94896,3.42639,0.01,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.84695,0.20011,0.78,4.67306,0.28282,0.85,7.91402,0.29561,0.63,1.76157,0.14125,0.7,17.0945,0.29075,0.23,15.0415,0.25771,0.45,4.412,4.66763,1.03,9.13739,6.21054,0.95,1.0,0.0,0.0,0.68,0.63,0.99,0.67,0,0,1,36.22292,,b'Simbad',0.143356,0.0206954,0.889672,0.0457478,4.17627,0.167742,1.1454,-15.32,9.84,COSMOS_,27.10896031360644,25.126925193627798,23.44802857882222,29.210315437882148,28.349074465514786,26.938395457907916,2.0
9794,9794,909.879,2626.874,150.2084656,2.2821362,3,48.0,1.3931,0.09346,1.215522,1.677334,1.01096,0.08813,1.646582,1.66463,0.14511,1.92238,2.919,2.59,1.628,5.092,2.33669,0.2064,0.84,-0.0018986,0.01849,1.0,0.0515436,0.02494,1.0,0.392038,0.02986,1.0,-0.00333848,0.07252,1.0,0.0304064,0.06208,1.0,0.0493921,0.07311,1.0,0.0539748,0.05884,1.0,0.0406822,0.06108,1.0,0.189882,0.07647,1.0,0.0612,0.09064,1.0,0.09736,0.02614,1.0,-0.0158972,0.03669,1.0,0.08212,0.03191,1.0,0.10667,0.02897,1.0,0.547926,0.08732,1.0,0.59522,0.10728,1.0,1.69834,0.28642,0.62,1.60613,0.27521,0.61,1.10529,0.11029,0.82,1.14992,0.10748,0.73,1.31432,0.16215,0.72,2.11382,0.23632,0.77,1.38647,0.35389,0.51,1.38474,0.82268,0.41,,,0.0,,,0.0,,,0.0,0.09574,0.05709,1.02,0.40872,0.06307,1.01,1.23036,0.12879,1.03,1.81876,0.18761,1.06,2.269,0.16637,1.03,0.96627,0.08507,1.04,4.23992,0.21676,0.96,3.62578,0.30134,0.49,5.65249,6.09442,0.98,10.68744,7.22534,0.97,1.0,0.0,1.01,0.84,1.03,0.94,0.84,0,0,1,11.47149,,b'Simbad',0.086015,0.00925849,0.394303,0.0148862,1.0009,0.0364893,1.0658,-11.23,9.18,COSMOS_,27.66356451581036,26.01042479661133,24.999023276875224,30.083649595428504,29.568040376111796,28.594586169832645,0.0
11856,11856,3300.416,3161.678,150.1087952,2.3044331,0,105.0,1.2925,0.07852,1.117022,2.79069,1.33011,0.07404,1.646582,2.19013,0.12192,3.22908,3.534,4.164,2.284,7.216,3.60696,0.24652,1.18,1.29963,0.03045,1.0,1.45374,0.04201,1.0,2.47732,0.04996,1.0,1.36881,0.12055,1.0,1.15047,0.10359,1.0,1.30492,0.12164,1.0,1.27402,0.09757,1.0,1.14,0.10191,1.0,2.07057,0.12584,1.0,2.25529,0.14958,1.0,1.47294,0.04373,1.0,1.45302,0.06083,1.0,1.34819,0.05308,1.0,1.3051,0.04825,1.0,3.09445,0.14626,1.0,2.78691,0.17807,1.0,3.42278,0.35482,1.16,3.29825,0.33021,1.16,2.80266,0.14887,1.27,2.68761,0.13786,1.23,3.72156,0.20742,1.21,3.30146,0.30595,1.26,3.1869,0.41432,1.03,5.02522,0.85941,1.04,3.14582,0.14663,1.02,3.08884,0.28553,0.95,3.2361,0.13788,1.02,1.48809,0.09515,1.02,2.31809,0.10508,1.0,3.07983,0.21702,0.98,3.25101,0.32087,0.98,3.46275,0.28241,0.99,2.78838,0.14346,1.0,2.96734,0.16278,1.19,2.27623,0.17448,1.06,-4.71383,4.92335,1.11,1.00073,5.74034,1.24,1.0,0.95,1.0,1.18,0.98,1.06,1.19,0,0,1,17.96412,,b'Simbad',0.625867,0.00708002,1.04875,0.01416,1.212,0.00145231,0.9181,-9.03,8.88,COSMOS_,25.50879486706551,24.948320065408108,24.791243450424332,30.374913788728485,29.622341866615624,32.09485168064691,1.0
11955,11955,4546.386,3177.896,150.056839,2.3051138,3,184.0,1.07051,0.0844,1.046822,5.43053,0.74904,0.07959,1.646582,1.23335,0.13104,5.55342,6.554,4.364,3.955,13.045,5.81344,0.5151,1.03,0.0600837,0.05926,1.0,0.0648232,0.08183,1.0,1.05923,0.09719,1.0,-0.045307,0.2325,1.0,-0.172454,0.20153,1.0,-0.112227,0.23675,1.0,-0.0470442,0.19004,1.0,0.00883336,0.19733,1.0,0.0777663,0.24552,1.0,0.78634,0.29094,1.0,0.42698,0.08541,1.0,-0.0917689,0.1194,1.0,-0.0804,0.10319,1.0,0.37134,0.09366,1.0,1.68704,0.28278,1.0,1.63326,0.34484,1.0,2.92244,0.6673,1.23,2.30164,0.62945,1.23,1.48322,0.28304,1.32,1.91438,0.26305,1.28,2.33273,0.39841,1.26,4.57808,0.62274,1.16,2.13114,0.92647,0.78,3.37764,1.61152,1.12,2.35799,0.28737,1.0,2.85491,0.55961,0.92,3.03884,0.27213,0.98,0.23718,0.29143,0.41,0.86858,0.35958,0.33,2.06545,0.43796,0.93,3.07706,0.63995,0.95,4.15941,0.58459,0.89,2.0023,0.28549,0.97,8.86631,0.50352,0.49,4.39164,0.38534,0.79,-15.61604,10.4543,0.87,-1.03561,11.84912,0.93,1.0,0.33,0.33,1.03,0.89,0.84,1.03,0,0,1,9.411692,,b'Simbad',0.144781,0.0172462,0.633807,0.0404832,1.83592,0.135428,0.8484,-23.31,9.25,COSMOS_,27.09822107008081,25.495107421524025,24.340365617634756,29.408266454495926,28.48181291486392,27.17072883786556,0.0
12303,12303,2456.936,3232.055,150.1439667,2.3073609,0,614.0,35.25512,0.07919,1.072514,2.937352,34.478,0.07467,1.646582,56.77084,0.12295,96.55504,3.911,5.235,3.427,9.869,103.5567,0.35039,1.17,6.26368,0.03214,1.0,10.3654,0.04402,1.0,35.7594,0.05247,1.0,5.04799,0.12629,1.0,9.50641,0.10868,1.0,13.0602,0.12765,1.0,14.3886,0.10265,1.0,23.7181,0.1077,1.0,33.1249,0.13311,1.0,34.74308,0.15769,1.0,23.92158,0.04613,1.0,3.04028,0.06405,1.0,17.24985,0.05601,1.0,23.49002,0.05089,1.0,45.229,0.15322,1.0,46.57019,0.18815,1.0,92.3015,0.41422,0.94,89.2305,0.37485,1.0,56.76094,0.1628,1.18,64.5924,0.15133,1.13,74.48273,0.22791,1.11,101.4542,0.32992,1.2,73.4775,0.4829,0.84,97.6115,1.10258,0.7,69.4701,0.1556,1.0,78.0549,0.19657,2.21,84.7138,0.14463,1.02,20.65514,0.09847,1.06,38.38787,0.10897,1.03,71.74386,0.2258,1.0,90.40502,0.33436,1.0,100.82593,0.2939,1.01,54.66687,0.14889,1.02,50.1308,0.14828,1.18,39.1662,0.17236,1.11,29.19681,5.41057,1.0,46.64214,5.81746,1.14,1.0,0.7,1.03,1.17,1.0,0.95,1.17,0,0,1,461.7214,,b'Simbad',2.27316,0.103659,10.1717,0.134339,30.8822,0.202234,0.2252,-10.54,9.4,COSMOS_,24.108424986719726,22.48151614303248,21.27572942192341,27.460982462804907,27.179494722125813,26.735364570291466,0.0
13287,13287,4518.273,3529.588,150.0580139,2.3197668,0,105.0,1.9198,0.08058,1.140499,2.306405,2.16763,0.07598,1.646582,3.56918,0.12511,3.88237,2.737,2.687,2.502,6.456,4.42784,0.22407,1.13,0.140387,0.02518,1.0,0.197619,0.03474,1.0,1.25372,0.04134,1.0,0.141977,0.09881,1.0,0.0218542,0.08572,1.0,0.19338,0.1005,1.0,0.152549,0.08087,1.0,0.267871,0.08378,1.0,0.948644,0.10403,1.0,0.88984,0.12331,1.0,0.49428,0.03632,1.0,0.0959884,0.05059,1.0,0.27396,0.04384,1.0,0.51272,0.03988,1.0,1.67277,0.12013,1.0,1.62964,0.14646,1.0,3.89717,0.2827,1.23,3.709,0.26987,1.21,2.21355,0.11992,1.32,2.79943,0.11147,1.28,3.19967,0.16835,1.27,4.16627,0.25017,1.29,3.20157,0.32266,1.16,3.27339,0.68751,1.11,2.91472,0.12028,1.03,,,0.0,3.8478,0.11323,1.02,0.41275,0.10908,0.53,1.29993,0.12159,0.52,2.80746,0.18624,0.93,3.8896,0.27335,0.94,4.66632,0.24933,0.88,2.44425,0.12166,0.96,5.00173,0.21911,0.43,3.181,0.18332,0.81,1.99786,4.60418,1.04,8.20508,5.44022,1.06,1.0,0.0,0.52,1.13,0.88,1.0,1.13,0,0,1,28.52789,,b'Simbad',0.161826,0.0136154,0.717729,0.0177908,1.51694,0.0110739,0.7532,-10.54,9.18,COSMOS_,26.977379251472748,25.36009876411989,24.547578991645963,29.6649239880427,29.374511306325623,29.889248506476928,0.0
