lambda (Angstroms),Total Flux (erg/s/cm^2/Angstrom)
14720.0,4.032173277556375e-09
14770.0,4.024184112047245e-09
14830.0,4.01459711343629e-09
14880.0,4.0066079479271605e-09
14920.0,4.000216615519857e-09
14980.0,3.990629616908901e-09
15030.0,3.982640451399772e-09
15070.0,3.976249118992468e-09
15120.0,3.968259953483338e-09
15135.6125,3.965765336553113e-09
15170.0,3.963946901392151e-09
15220.0,3.961302866261708e-09
15280.0,3.958130024105176e-09
15330.0,3.955485988974733e-09
15370.0,3.953370760870378e-09
15430.0,3.950197918713846e-09
15480.0,3.947553883583403e-09
15520.0,3.945438655479049e-09
15570.0,3.942794620348606e-09
15620.0,3.9401505852181626e-09
15670.0,3.937506550087719e-09
15720.0,3.934862514957276e-09
15780.0,3.931689672800744e-09
15830.0,3.929045637670302e-09
15870.0,3.926930409565947e-09
15930.0,3.923757567409415e-09
15980.0,3.921113532278972e-09
16050.0,3.917411883096352e-09
16150.0,3.912123812835465e-09
16250.0,3.9068357425745796e-09
16350.0,3.901547672313693e-09
16450.0,3.8962596020528065e-09
16550.0,3.89097153179192e-09
16650.0,3.885683461531034e-09
16750.0,3.880395391270148e-09
16850.0,3.875107321009261e-09
16950.0,3.8698192507483755e-09
17050.0,3.864531180487489e-09
17150.0,3.859243110226602e-09
17250.0,3.853955039965717e-09
17350.0,3.84866696970483e-09
17378.0083,3.84718587112195e-09
17450.0,3.846265449589656e-09
17550.0,3.844986938966495e-09
17650.0,3.843708428343334e-09
17750.0,3.842429917720172e-09
17850.0,3.841151407097011e-09
17950.0,3.83987289647385e-09
18050.0,3.838594385850689e-09
18150.0,3.837315875227528e-09
18250.0,3.836037364604366e-09
18350.0,3.834758853981205e-09
18450.0,3.833480343358044e-09
18550.0,3.832201832734883e-09
18650.0,3.8309233221117215e-09
18750.0,3.82964481148856e-09
18850.0,3.8283663008653986e-09
18950.0,3.8270877902422375e-09
19050.0,3.8258092796190764e-09
19150.0,3.824530768995915e-09
19250.0,3.8232522583727535e-09
19350.0,3.8219737477495924e-09
19450.0,3.820695237126431e-09
19550.0,3.81941672650327e-09
19650.0,3.818138215880109e-09
19750.0,3.816859705256947e-09
19850.0,3.815581194633786e-09
19950.0,3.814302684010625e-09
19952.6231,3.814269147398469e-09
20050.0,3.812970657349819e-09
20150.0,3.811637189095387e-09
20250.0,3.810303720840954e-09
20350.0,3.808970252586522e-09
20450.0,3.80763678433209e-09
20550.0,3.8063033160776575e-09
20650.0,3.804969847823226e-09
20750.0,3.803636379568793e-09
20850.0,3.8023029113143606e-09
20950.0,3.800969443059929e-09
21050.0,3.799635974805496e-09
21150.0,3.7983025065510645e-09
21250.0,3.796969038296632e-09
21350.0,3.7956355700422e-09
21450.0,3.7943021017877675e-09
21550.0,3.792968633533335e-09
21650.0,3.791635165278903e-09
21750.0,3.790301697024471e-09
21850.0,3.788968228770039e-09
21950.0,3.787634760515606e-09
22050.0,3.786301292261174e-09
22150.0,3.784967824006742e-09
22250.0,3.783634355752309e-09
22350.0,3.782300887497878e-09
22450.0,3.780967419243445e-09
22550.0,3.779633950989013e-09
22650.0,3.778300482734581e-09
22750.0,3.776967014480148e-09
22850.0,3.775633546225716e-09
22908.6765,3.774851113725404e-09
22950.0,3.773215248248257e-09
23050.0,3.769256567407702e-09
23150.0,3.765297886567147e-09
23250.0,3.7613392057265916e-09
23350.0,3.757380524886036e-09
23450.0,3.753421844045481e-09
23550.0,3.749463163204926e-09
23650.0,3.7455044823643705e-09
23750.0,3.741545801523815e-09
23850.0,3.73758712068326e-09
23950.0,3.733628439842704e-09
24050.0,3.729669759002149e-09
24150.0,3.725711078161593e-09
24250.0,3.7217523973210385e-09
24350.0,3.7177937164804833e-09
24450.0,3.7138350356399276e-09
24550.0,3.7098763547993723e-09
24650.0,3.705917673958817e-09
24750.0,3.7019589931182618e-09
24850.0,3.6980003122777065e-09
24950.0,3.6940416314371513e-09
25050.0,3.690082950596596e-09
25150.0,3.6861242697560407e-09
25250.0,3.6821655889154855e-09
25350.0,3.6782069080749302e-09
25450.0,3.6742482272343745e-09
25550.0,3.6702895463938193e-09
25650.0,3.666330865553264e-09
25750.0,3.6623721847127088e-09
25850.0,3.6584135038721535e-09
25950.0,3.6544548230315982e-09
26050.0,3.650496142191043e-09
26150.0,3.6465374613504877e-09
26250.0,3.6425787805099324e-09
26302.679900000003,3.6404933514018084e-09
26350.0,3.637896927253224e-09
26450.0,3.6324099900984333e-09
26550.0,3.6269230529436424e-09
26650.0,3.621436115788851e-09
26750.0,3.6159491786340603e-09
26850.0,3.610462241479269e-09
26950.0,3.604975304324478e-09
27050.0,3.5994883671696873e-09
27150.0,3.594001430014896e-09
27250.0,3.588514492860105e-09
27350.0,3.583027555705314e-09
27450.0,3.577540618550523e-09
27550.0,3.572053681395732e-09
27650.0,3.566566744240941e-09
27750.0,3.56107980708615e-09
27850.0,3.5555928699313588e-09
27950.0,3.550105932776568e-09
28050.0,3.544618995621777e-09
28150.0,3.5391320584669858e-09
28250.0,3.533645121312195e-09
28350.0,3.5281581841574037e-09
28450.0,3.522671247002613e-09
28550.0,3.517184309847822e-09
28650.0,3.5116973726930307e-09
28750.0,3.50621043553824e-09
28850.0,3.5007234983834485e-09
28950.0,3.4952365612286577e-09
29050.0,3.489749624073867e-09
29150.0,3.4842626869190756e-09
29250.0,3.4787757497642847e-09
29350.0,3.4732888126094934e-09
29450.0,3.4678018754547026e-09
29550.0,3.4623149382999117e-09
29650.0,3.4568280011451204e-09
29750.0,3.4513410639903296e-09
29850.0,3.4458541268355383e-09
29950.0,3.4403671896807474e-09
30050.0,3.4348802525259566e-09
30150.0,3.4293933153711653e-09
30199.5172,3.4266763377263533e-09
30250.0,3.4233211118821625e-09
30350.0,3.4166748366276392e-09
30450.0,3.410028561373116e-09
30550.0,3.4033822861185922e-09
30650.0,3.396736010864069e-09
30750.0,3.3900897356095457e-09
30850.0,3.383443460355022e-09
30950.0,3.3767971851004987e-09
31050.0,3.3701509098459754e-09
31150.0,3.3635046345914517e-09
31250.0,3.3568583593369284e-09
31350.0,3.350212084082405e-09
31450.0,3.3435658088278814e-09
31550.0,3.336919533573358e-09
31650.0,3.3302732583188348e-09
31750.0,3.3236269830643115e-09
31850.0,3.3169807078097878e-09
31950.0,3.3103344325552645e-09
32100.0,3.300365019673479e-09
32300.0,3.2870724691644325e-09
32500.0,3.2737799186553855e-09
32700.0,3.260487368146339e-09
32900.0,3.247194817637292e-09
33100.0,3.233902267128245e-09
33300.0,3.2206097166191984e-09
33500.0,3.2073171661101514e-09
33700.0,3.1940246156011044e-09
33900.0,3.1807320650920578e-09
34100.0,3.1674395145830108e-09
34300.0,3.1541469640739638e-09
34500.0,3.1408544135649172e-09
34673.685,3.1293108303890983e-09
34700.0,3.127495077902086e-09
34900.0,3.1136949449968073e-09
35100.0,3.0998948120915285e-09
35300.0,3.0860946791862497e-09
35500.0,3.072294546280971e-09
35700.0,3.0584944133756925e-09
35900.0,3.0446942804704137e-09
36100.0,3.030894147565135e-09
36300.0,3.017094014659856e-09
36500.0,3.0032938817545773e-09
36700.0,2.9894937488492984e-09
36900.0,2.9756936159440196e-09
37100.0,2.961893483038741e-09
37300.0,2.9480933501334624e-09
37500.0,2.9342932172281836e-09
37700.0,2.920493084322905e-09
37900.0,2.906692951417626e-09
38100.0,2.892892818512347e-09
38300.0,2.8790926856070684e-09
38500.0,2.8652925527017896e-09
38700.0,2.8514924197965107e-09
38900.0,2.837692286891232e-09
39100.0,2.8238921539859535e-09
39300.0,2.8100920210806747e-09
39500.0,2.796291888175396e-09
39700.0,2.782491755270117e-09
39810.7171,2.7748522017956818e-09
39900.0,2.7693122381200293e-09
40100.0,2.7569023283262105e-09
40300.0,2.7444924185323917e-09
40500.0,2.732082508738573e-09
40700.0,2.719672598944754e-09
40900.0,2.7072626891509353e-09
41100.0,2.6948527793571165e-09
41300.0,2.6824428695632977e-09
41500.0,2.670032959769479e-09
41700.0,2.65762304997566e-09
41900.0,2.6452131401818413e-09
42100.0,2.6328032303880225e-09
42300.0,2.6203933205942037e-09
42500.0,2.607983410800385e-09
42700.0,2.595573501006566e-09
42900.0,2.5831635912127474e-09
43100.0,2.5707536814189286e-09
43300.0,2.5583437716251098e-09
43500.0,2.5459338618312914e-09
43700.0,2.5335239520374726e-09
43900.0,2.5211140422436538e-09
44100.0,2.508704132449835e-09
44300.0,2.496294222656016e-09
44500.0,2.4838843128621974e-09
44700.0,2.4714744030683786e-09
44900.0,2.45906449327456e-09
45100.0,2.446654583480741e-09
45300.0,2.4342446736869222e-09
45500.0,2.4218347638931034e-09
45700.0,2.4094248540992846e-09
45708.818999999996,2.4088776391269265e-09
45900.0,2.3972294474052012e-09
46100.0,2.3850439355376774e-09
46300.0,2.3728584236701536e-09
46500.0,2.3606729118026303e-09
46700.0,2.3484873999351065e-09
46900.0,2.336301888067583e-09
47100.0,2.3241163762000593e-09
47300.0,2.311930864332536e-09
47500.0,2.299745352465012e-09
47700.0,2.2875598405974887e-09
47900.0,2.275374328729965e-09
48100.0,2.2631888168624415e-09
48300.0,2.2510033049949177e-09
48500.0,2.2388177931273943e-09
48700.0,2.2266322812598705e-09
48900.0,2.214446769392347e-09
49100.0,2.2022612575248233e-09
49300.0,2.1900757456572996e-09
49500.0,2.177890233789776e-09
49700.0,2.1657047219222524e-09
49900.0,2.153519210054729e-09
50100.0,2.141333698187205e-09
50300.0,2.1291481863196818e-09
50500.0,2.116962674452158e-09
50700.0,2.1047771625846346e-09
50900.0,2.092591650717111e-09
51100.0,2.0804061388495874e-09
51300.0,2.0682206269820636e-09
51500.0,2.0560351151145402e-09
51700.0,2.0438496032470164e-09
51900.0,2.031664091379493e-09
52100.0,2.0194785795119693e-09
52300.0,2.007293067644446e-09
52480.746,1.9962806550044086e-09
52500.0,1.995269096467221e-09
52700.0,1.9847615807594474e-09
52900.0,1.9742540650516737e-09
53100.0,1.9637465493438995e-09
53300.0,1.9532390336361257e-09
53500.0,1.942731517928352e-09
53700.0,1.9322240022205777e-09
53900.0,1.921716486512804e-09
54100.0,1.91120897080503e-09
54300.0,1.9007014550972564e-09
54500.0,1.8901939393894822e-09
54700.0,1.8796864236817085e-09
54900.0,1.8691789079739347e-09
55100.0,1.8586713922661607e-09
55300.0,1.848163876558387e-09
55500.0,1.837656360850613e-09
55700.0,1.8271488451428392e-09
55900.0,1.8166413294350652e-09
56100.0,1.8061338137272914e-09
56300.0,1.7956262980195174e-09
56500.0,1.7851187823117437e-09
56700.0,1.7746112666039697e-09
56900.0,1.764103750896196e-09
57100.0,1.753596235188422e-09
57300.0,1.7430887194806481e-09
57500.0,1.7325812037728742e-09
57700.0,1.7220736880651004e-09
57900.0,1.7115661723573264e-09
58100.0,1.7010586566495526e-09
58300.0,1.6905511409417787e-09
58500.0,1.6800436252340049e-09
58700.0,1.669536109526231e-09
58900.0,1.6590285938184571e-09
59100.0,1.6485210781106832e-09
59300.0,1.6380135624029094e-09
59500.0,1.6275060466951354e-09
59700.0,1.6169985309873616e-09
59900.0,1.6064910152795876e-09
60100.0,1.5959834995718137e-09
60255.9586,1.5877898123755018e-09
60300.0,1.5861793011547923e-09
60500.0,1.5788656770615105e-09
60700.0,1.5715520529682287e-09
60900.0,1.5642384288749469e-09
61100.0,1.556924804781665e-09
61300.0,1.549611180688383e-09
61500.0,1.5422975565951013e-09
61700.0,1.5349839325018195e-09
61900.0,1.5276703084085377e-09
62100.0,1.5203566843152559e-09
62300.0,1.5130430602219739e-09
62500.0,1.505729436128692e-09
62700.0,1.4984158120354103e-09
62900.0,1.4911021879421285e-09
63100.0,1.4837885638488467e-09
63300.0,1.4764749397555649e-09
63500.0,1.4691613156622829e-09
63700.0,1.461847691569001e-09
63900.0,1.4545340674757193e-09
64200.0,1.4435636313357966e-09
64600.0,1.4289363831492328e-09
65000.0,1.4143091349626692e-09
65400.0,1.3996818867761056e-09
65800.0,1.3850546385895417e-09
66200.0,1.3704273904029781e-09
66600.0,1.3558001422164143e-09
67000.0,1.3411728940298507e-09
67400.0,1.3293698440658794e-09
67800.0,1.317566794101908e-09
68200.0,1.3057637441379366e-09
68600.0,1.2939606941739653e-09
69000.0,1.282157644209994e-09
69242.2916,1.2750081945583675e-09
69400.0,1.2707299290102582e-09
69800.0,1.2598788505690103e-09
70200.0,1.2490277721277624e-09
70600.0,1.2381766936865145e-09
71000.0,1.2273256152452666e-09
71400.0,1.2164745368040187e-09
71559.6261,1.2121442484730926e-09
71800.0,1.2084425197812867e-09
72200.0,1.2022825686521404e-09
72600.0,1.1961226175229939e-09
73000.0,1.1899626663938476e-09
73400.0,1.183802715264701e-09
73800.0,1.1776427641355548e-09
73954.515,1.1752632520137546e-09
74200.0,1.1747258889418942e-09
74600.0,1.1738502947966546e-09
75000.0,1.1729747006514148e-09
75400.0,1.1720991065061753e-09
75800.0,1.1712235123609355e-09
76200.0,1.170347918215696e-09
76429.5536,1.1698454287452493e-09
76600.0,1.1737090271598583e-09
77000.0,1.1827760380550348e-09
77400.0,1.1918430489502113e-09
77800.0,1.2009100598453877e-09
78200.0,1.2099770707405642e-09
78600.0,1.219044081635741e-09
78987.42450000001,1.2278260370421368e-09
79000.0,1.2282408109935946e-09
79400.0,1.2414338912355914e-09
79800.0,1.2546269714775882e-09
80200.0,1.267820051719585e-09
80600.0,1.2810131319615815e-09
81000.0,1.2942062122035782e-09
81400.0,1.307399292445575e-09
81630.8998,1.3150149914187275e-09
81800.0,1.3227168375717645e-09
82200.0,1.3409352575453354e-09
82600.0,1.3591536775189061e-09
83000.0,1.3773720974924769e-09
83400.0,1.3955905174660476e-09
83800.0,1.4138089374396183e-09
84200.0,1.432027357413189e-09
84362.84430000001,1.439444272032445e-09
84600.0,1.4450978338556534e-09
85000.0,1.4546334458155744e-09
85400.0,1.4641690577754955e-09
85800.0,1.4737046697354167e-09
86200.0,1.4832402816953376e-09
86600.0,1.4927758936552588e-09
87000.0,1.50231150561518e-09
87186.21900000001,1.5067507859240915e-09
87400.0,1.511027602771792e-09
87800.0,1.5190298421620106e-09
88200.0,1.5270320815522292e-09
88600.0,1.5350343209424479e-09
89000.0,1.5430365603326665e-09
89400.0,1.551038799722885e-09
89800.0,1.5590410391131037e-09
90104.0836,1.5651244135177023e-09
90200.0,1.5660386776215983e-09
90600.0,1.5698514316611407e-09
91000.0,1.573664185700683e-09
91400.0,1.5774769397402256e-09
91800.0,1.581289693779768e-09
92200.0,1.5851024478193106e-09
92600.0,1.588915201858853e-09
93000.0,1.5927279558983955e-09
93119.6005,1.5938679741221612e-09
93400.0,1.5887894757384038e-09
93800.0,1.5815448146263012e-09
94200.0,1.5743001535141987e-09
94600.0,1.5670554924020962e-09
95000.0,1.5598108312899937e-09
95400.0,1.5525661701778912e-09
95800.0,1.5453215090657887e-09
96200.0,1.5380768479536862e-09
96236.03790000001,1.5374241420219565e-09
96600.0,1.5251678345309997e-09
97000.0,1.5116979622657756e-09
97400.0,1.4982280900005514e-09
97800.0,1.484758217735327e-09
98200.0,1.4712883454701028e-09
98281.9,1.4685303891237984e-09
98600.0,1.4578184732048784e-09
99000.0,1.4443486009396543e-09
99400.0,1.4308787286744299e-09
99456.7731,1.4289669126616778e-09
99580.8,1.424506812525398e-09
99800.0,1.4166242164928237e-09
100000.0,1.4094320668280658e-09
100897.0,1.377175275581627e-09
102230.0,1.329239598066016e-09
102785.297,1.3092707024040608e-09
103581.0,1.2813407242424416e-09
104950.0,1.2332874429260997e-09
106225.216,1.1885260746374947e-09
106337.0,1.1849693495571634e-09
107743.0,1.140233470871968e-09
109167.0,1.094924871122524e-09
109780.26,1.0754122644635748e-09
110000.0,1.0697078373322816e-09
110609.0,1.0538982618205064e-09
112071.0,1.0159448966346025e-09
113454.28,9.80035094312881e-10
113552.0,9.780838330459862e-10
115053.0,9.481120446545725e-10
116574.0,9.177408986563444e-10
117251.259,9.042174719846717e-10
118114.0,8.886243779376101e-10
119675.0,8.604110209655138e-10
120000.0,8.545370036587032e-10
121175.312,8.332945328005426e-10
121257.0,8.319957510700403e-10
122859.0,8.065250781160594e-10
124483.0,7.807046206396142e-10
125230.691,7.688168597584437e-10
126128.0,7.5922272432361e-10
127795.0,7.413989604141118e-10
129421.79100000001,7.240051159545457e-10
129484.0,7.233836282515125e-10
130000.0,7.182286240758282e-10
131195.0,7.062901938627606e-10
132929.0,6.889669821561003e-10
133753.155,6.807334114847608e-10
134686.0,6.741001834905826e-10
136466.0,6.614430477074276e-10
138229.477,6.489034028537921e-10
138269.0,6.487340779245465e-10
140000.0,6.413181061480087e-10
140097.0,6.409025375389249e-10
141948.0,6.329724602666131e-10
142855.609,6.290840704756646e-10
143824.0,6.28649440422133e-10
145725.0,6.277962398742514e-10
147636.563,6.269382984755612e-10
147651.0,6.26926868930513e-10
149602.0,6.253822930221531e-10
150000.0,6.250672027035845e-10
151579.0,6.238171333241381e-10
152577.522,6.230266192159026e-10
153583.0,6.234965012579931e-10
155613.0,6.244451650233304e-10
157669.0,6.254059791620169e-10
157683.84,6.25412914221267e-10
159753.0,6.259699167273847e-10
160000.0,6.260364072931269e-10
161864.0,6.265381822507924e-10
162961.05099999998,6.268335002331326e-10
164003.0,6.266804842194595e-10
166171.0,6.263621013450162e-10
168367.0,6.2603960651463e-10
168414.875,6.260325758042453e-10
170000.0,6.234564122856221e-10
170592.0,6.224942870254534e-10
172847.0,6.188294348942364e-10
174051.222,6.168723193451639e-10
175131.0,6.160777780974585e-10
177445.0,6.143750499003752e-10
179791.0,6.126487749002207e-10
179876.201,6.125860808012062e-10
180000.0,6.123269512331808e-10
182167.0,6.077911005889013e-10
184574.0,6.027528945433172e-10
185896.125,5.999854918976928e-10
187014.0,5.982517757975002e-10
189485.0,5.944194935802788e-10
190000.0,5.936207783468232e-10
191989.0,5.905360315519818e-10
192117.51799999998,5.903367125531988e-10
194527.0,5.842105020609988e-10
197097.0,5.776761677248412e-10
198547.123,5.73989168304393e-10
199702.0,5.699633206375889e-10
200000.0,5.689245064567648e-10
202342.0,5.607604030625027e-10
205016.0,5.514389630641011e-10
205191.907,5.508257594194493e-10
207725.0,5.440748745622591e-10
210000.0,5.380118271138995e-10
210470.0,5.367592414872054e-10
212059.073,5.325242414881253e-10
213252.0,5.301528617310537e-10
216070.0,5.245510536108352e-10
218926.0,5.188737065592583e-10
219156.062,5.184163739901477e-10
220000.0,5.163508256776094e-10
221819.0,5.118988014998773e-10
224751.0,5.047226965580901e-10
226490.56699999998,5.00465085594492e-10
227721.0,4.97500876161674e-10
230000.0,4.920105867290987e-10
230731.0,4.902495504960085e-10
233780.0,4.829042707768675e-10
234070.535,4.822043492146502e-10
236870.0,4.756870200055873e-10
240000.0,4.684001846908515e-10
241904.18300000002,4.639671278441679e-10
250000.0,4.45092436e-10
260000.0,4.2402288552657737e-10
270000.0,4.029533350531547e-10
275422.87,3.915275917355738e-10
280000.0,3.82439380432628e-10
300000.0,3.4272798354005195e-10
316227.766,3.1050662072475945e-10
320000.0,3.0405378651827834e-10
340000.0,2.6984151757376906e-10
360000.0,2.356292486292598e-10
363078.055,2.303638863549602e-10
380000.0,2.082902493450572e-10
400000.0,1.822014788049059e-10
416869.38300000003,1.6019640569285942e-10
420000.0,1.5731049929171706e-10
440000.0,1.3887383711846252e-10
460000.0,1.2043717494520795e-10
478630.092,1.0326333932217534e-10
480000.0,1.0247981264646999e-10
500000.0,9.104069884166916e-11
520000.0,7.960158503686834e-11
540000.0,6.816247123206751e-11
549540.874,6.270551405790428e-11
560000.0,5.925052504612636e-11
580000.0,5.2643875481377066e-11
600000.0,4.6037225916627766e-11
620000.0,3.943057635187847e-11
630957.3439999999,3.581100975345808e-11
640000.0,3.423148929397145e-11
660000.0,3.073800140836214e-11
680000.0,2.7244513522752833e-11
700000.0,2.3751025637143524e-11
724435.96,1.9482689125481846e-11
800000.0,1.2942033812675813e-11
831763.771,1.0192632410290447e-11
900000.0,7.410372943716281e-12
954992.586,5.168108896711372e-12
1000000.0,4.338166770811464e-12
1096478.2,2.559097162168842e-12
1100000.0,2.5308832658198794e-12
1200000.0,1.7297617839366823e-12
1258925.41,1.2576976661389336e-12
1300000.0,1.1153927212469789e-12
1400000.0,7.689377842848464e-13
1445439.77,6.115094577756083e-13
1500000.0,5.277940393859229e-13
1599000.0,3.75891702819914e-13
1659586.91,2.829291453015859e-13
1905460.7200000002,1.3047304066178807e-13
2187761.62,5.991222069249025e-14
2511886.43,2.736560868319194e-14
2884031.5,1.242430521303252e-14
3000000.0,1.0577416071244478e-14
3311311.21,5.619541359871156e-15
3801893.96,2.5303295202899347e-15
4365158.32,1.1360781022027166e-15
5011872.34,5.086222228078539e-16
5754399.37,2.2723553509634145e-16
6606934.4799999995,1.0136941845380614e-16
7585775.75,4.5176972968123926e-17
8000000.0,3.5942613656520324e-17
8709635.9,2.0122600991850875e-17
10000000.0,8.66208148e-18
